hardware_keywords,software_keywords,urgency_score,log_lines_attached,reporter_seniority,hour_of_day,category
0,1,5.5,87,2,20,Performance
0,3,1.0,37,1,16,Documentation
3,1,1.0,29,5,9,Documentation
6,1,2.8,6,1,14,Hardware
0,10,3.0,82,1,11,Software
0,3,4.4,104,1,5,Firmware
1,10,2.9,68,5,3,Software
0,10,2.3,110,1,14,Software
1,5,8.8,64,2,0,Security
6,2,9.2,105,3,14,Performance
5,2,2.3,1,2,23,Firmware
7,5,2.9,34,4,5,Firmware
2,1,6.1,51,3,3,Security
2,3,3.6,65,1,16,Firmware
1,3,4.5,28,3,13,Firmware
0,11,3.5,27,3,17,Software
5,4,3.4,40,5,21,Firmware
2,6,2.0,92,1,13,Software
8,1,2.4,17,1,19,Hardware
1,7,7.4,67,4,12,Security
0,3,1.0,24,3,17,Documentation
0,1,1.6,24,1,14,Documentation
0,5,2.8,102,5,6,Software
3,6,5.5,96,3,22,Performance
0,1,6.2,151,1,9,Performance
5,0,1.0,17,3,9,Hardware
1,3,1.3,30,1,15,Documentation
1,1,1.0,44,1,22,Documentation
4,4,4.0,16,1,6,Firmware
4,3,4.1,73,1,23,Firmware
6,2,2.9,41,1,4,Hardware
0,1,1.0,30,1,21,Documentation
2,8,3.4,63,4,22,Software
3,1,7.0,98,4,16,Performance
1,3,8.0,85,4,1,Security
1,1,1.1,27,3,12,Documentation
1,8,1.9,64,3,19,Software
7,0,2.3,51,3,6,Hardware
0,9,3.1,98,5,13,Software
6,3,4.7,61,5,1,Firmware
1,5,4.0,68,1,20,Software
7,0,4.1,4,2,4,Hardware
2,10,5.1,69,3,21,Software
6,1,3.5,96,5,13,Hardware
1,1,5.8,124,4,11,Performance
5,3,7.0,7,4,0,Performance
1,9,5.8,41,3,16,Software
3,5,4.5,33,4,5,Performance
0,9,3.1,71,5,2,Software
6,0,1.9,95,3,4,Hardware
9,1,5.4,34,5,4,Hardware
1,4,9.1,79,4,13,Security
9,1,5.7,63,5,19,Hardware
7,0,3.2,66,4,15,Hardware
1,5,3.2,74,1,23,Software
5,4,6.6,87,1,21,Performance
1,6,9.4,30,4,20,Security
1,8,3.6,127,2,18,Software
8,0,4.6,86,4,20,Hardware
0,2,1.0,15,4,2,Documentation
0,1,1.0,51,2,16,Documentation
8,2,2.6,26,3,20,Hardware
4,3,4.2,71,2,14,Firmware
1,4,6.7,4,1,14,Performance
0,4,3.4,44,1,12,Firmware
8,0,4.8,49,3,7,Hardware
0,10,3.5,98,3,8,Software
10,0,2.6,45,4,0,Hardware
1,5,4.6,58,3,19,Firmware
0,9,3.9,75,5,10,Software
0,0,1.2,13,3,6,Documentation
0,11,4.2,119,1,6,Software
6,1,3.6,24,1,4,Firmware
7,1,2.2,39,5,20,Hardware
2,8,2.4,85,1,23,Software
2,9,2.2,47,5,20,Software
0,7,2.6,90,3,16,Software
9,2,2.7,44,4,22,Hardware
3,8,3.7,93,1,6,Firmware
9,1,3.1,45,1,5,Hardware
4,6,3.8,80,2,15,Firmware
3,6,2.2,39,5,17,Firmware
5,0,5.4,54,5,1,Firmware
8,0,3.4,68,2,7,Hardware
1,4,5.8,98,1,0,Performance
5,2,4.3,29,1,19,Firmware
1,3,6.9,128,5,22,Performance
1,3,1.3,45,1,23,Documentation
3,1,7.6,117,1,13,Performance
1,6,2.2,54,4,1,Firmware
8,0,3.8,54,1,22,Hardware
7,0,4.0,9,4,0,Hardware
1,1,3.0,52,4,15,Firmware
0,7,4.7,0,1,6,Software
4,2,4.9,145,2,21,Performance
1,6,4.0,80,3,15,Firmware
3,2,4.3,96,1,11,Firmware
5,0,4.4,54,3,9,Hardware
2,5,7.1,75,3,21,Security
4,1,2.1,35,5,10,Hardware
0,9,3.2,138,2,18,Software
0,6,4.0,95,1,3,Software
6,2,2.5,40,1,21,Hardware
0,6,2.9,77,3,3,Software
5,0,4.0,25,1,16,Hardware
2,6,6.0,143,5,16,Performance
5,3,5.8,0,2,17,Performance
0,7,6.6,100,2,4,Performance
0,11,2.0,108,2,21,Software
4,5,4.0,98,5,18,Firmware
3,2,7.6,42,4,6,Performance
9,1,3.0,46,2,11,Hardware
0,7,2.7,96,2,12,Software
5,7,4.9,79,1,16,Performance
8,1,2.3,32,4,1,Hardware
7,1,2.7,40,3,6,Hardware
0,3,1.0,52,1,12,Documentation
1,1,1.0,41,3,19,Documentation
0,8,4.8,137,5,9,Software
4,7,5.3,53,5,19,Firmware
0,4,6.7,44,4,23,Security
2,1,1.0,38,4,17,Documentation
1,4,3.9,27,3,16,Firmware
7,2,1.7,83,2,12,Hardware
0,7,4.0,70,1,5,Software
1,1,3.7,51,5,20,Firmware
2,4,10.0,142,5,15,Performance
10,1,1.4,46,1,5,Hardware
8,0,4.2,13,2,6,Hardware
1,11,2.4,47,4,15,Software
0,3,6.8,63,1,6,Performance
7,0,2.8,82,4,8,Hardware
4,4,4.1,51,1,10,Firmware
2,4,8.5,73,4,12,Security
6,0,4.0,69,4,9,Hardware
2,10,1.9,58,5,20,Software
3,1,5.2,40,2,5,Firmware
2,11,3.5,104,3,4,Software
5,2,4.8,29,1,18,Firmware
1,10,1.1,105,3,3,Software
1,7,4.1,128,4,12,Software
0,2,7.0,103,4,10,Security
3,3,5.7,98,2,0,Security
0,7,1.8,69,4,0,Software
6,5,2.9,87,4,4,Firmware
9,0,4.1,48,4,8,Hardware
4,4,3.8,79,5,9,Firmware
0,13,4.8,109,3,13,Software
8,0,2.7,44,2,12,Hardware
1,4,3.3,56,4,2,Software
1,2,1.0,0,1,16,Documentation
12,0,4.1,2,5,20,Hardware
1,2,1.0,34,3,12,Documentation
0,7,1.0,53,3,11,Software
5,0,2.8,79,1,9,Firmware
0,2,1.2,20,3,6,Documentation
3,2,7.2,76,1,12,Security
6,0,4.7,74,2,2,Hardware
3,1,7.6,163,3,18,Performance
0,9,3.4,34,5,7,Software
0,1,1.0,11,1,8,Documentation
0,4,1.0,47,3,22,Documentation
3,2,8.9,43,4,4,Security
1,5,5.0,82,5,2,Firmware
4,7,8.9,59,2,15,Security
1,8,3.6,64,1,10,Software
1,5,2.6,76,1,14,Firmware
7,0,2.6,31,4,22,Hardware
1,10,4.2,52,5,11,Software
4,2,3.1,56,4,1,Hardware
10,0,3.5,41,5,21,Hardware
0,9,2.7,81,1,12,Software
7,0,1.8,31,3,7,Hardware
4,0,3.6,62,4,8,Performance
1,0,1.0,53,2,1,Documentation
0,8,1.8,47,3,11,Software
5,4,4.8,47,2,14,Firmware
7,0,2.4,48,2,14,Hardware
3,10,6.3,39,2,3,Security
0,9,3.6,106,1,3,Software
0,11,3.0,44,3,8,Software
6,1,3.9,69,2,12,Hardware
1,6,1.8,139,4,19,Software
2,7,2.5,68,5,20,Software
1,7,2.1,110,5,17,Firmware
0,3,6.4,113,1,9,Performance
0,3,1.1,25,2,16,Documentation
1,4,7.1,146,4,2,Performance
2,2,2.6,99,5,19,Firmware
1,7,4.0,113,3,7,Software
6,1,3.5,40,2,9,Hardware
0,1,1.4,13,3,17,Documentation
6,0,4.1,72,2,19,Hardware
0,2,2.3,0,4,5,Documentation
5,1,4.3,53,4,8,Hardware
0,6,2.7,98,2,8,Software
0,6,2.7,83,4,16,Software
8,0,1.9,38,2,8,Hardware
0,3,5.2,68,3,10,Firmware
0,3,5.5,107,1,8,Performance
2,1,1.9,19,4,15,Documentation
0,3,1.0,5,4,17,Documentation
1,6,1.0,80,2,5,Software
8,3,2.4,53,4,15,Hardware
2,1,2.1,39,2,8,Hardware
2,2,4.0,85,3,11,Firmware
1,10,2.2,98,1,17,Software
5,3,3.2,65,5,12,Hardware
1,9,3.0,115,1,6,Software
2,7,3.7,63,5,3,Software
3,1,3.0,47,5,21,Hardware
0,6,4.9,84,2,6,Software
1,2,1.0,22,1,19,Documentation
1,4,4.3,118,1,13,Performance
1,9,3.8,109,1,22,Software
7,0,4.0,50,5,23,Hardware
1,11,1.8,97,4,4,Software
5,2,5.2,129,1,0,Performance
1,4,8.6,41,1,5,Security
2,9,3.3,56,3,19,Software
9,0,2.2,63,5,11,Hardware
2,5,7.1,115,2,8,Performance
0,1,2.2,31,1,16,Documentation
0,3,1.6,16,2,5,Documentation
0,7,1.4,50,3,22,Software
0,9,1.1,88,2,16,Software
1,2,1.1,0,5,2,Documentation
4,4,5.8,73,1,12,Performance
3,1,5.3,9,5,12,Performance
2,2,1.0,28,4,9,Documentation
6,3,4.5,63,2,10,Firmware
0,4,4.6,134,4,8,Performance
5,3,4.3,95,5,14,Firmware
0,1,1.0,38,5,13,Documentation
0,4,8.3,63,4,23,Security
2,10,3.8,95,5,11,Software
1,2,1.3,47,4,13,Documentation
10,0,3.9,33,3,6,Hardware
10,0,3.1,36,3,8,Hardware
0,8,3.5,70,5,2,Software
8,2,3.3,52,4,20,Hardware
0,2,1.0,29,4,12,Documentation
1,3,1.0,39,4,16,Documentation
0,7,3.4,52,2,9,Software
0,10,4.5,108,2,2,Software
6,1,2.9,46,3,4,Hardware
3,7,6.1,96,4,7,Security
2,9,3.3,69,1,12,Software
0,2,1.0,17,4,0,Documentation
0,8,3.3,78,4,5,Software
1,2,1.1,27,5,18,Documentation
3,2,3.5,60,5,0,Firmware
0,10,4.9,104,4,8,Software
0,5,2.6,109,5,17,Software
11,0,2.4,22,3,10,Hardware
8,1,1.5,16,4,5,Hardware
0,10,1.8,47,3,12,Software
1,7,9.7,104,2,12,Security
1,9,3.2,100,3,0,Software
2,7,4.4,79,2,10,Software
6,0,6.8,56,5,19,Performance
0,1,7.1,100,5,1,Security
6,1,5.7,123,1,7,Performance
4,3,7.7,51,1,7,Security
9,1,2.0,9,3,8,Hardware
4,3,3.1,13,4,22,Hardware
10,0,3.3,87,1,18,Hardware
3,4,7.2,119,5,4,Performance
6,2,7.4,70,2,5,Performance
1,7,7.9,71,3,7,Security
8,4,2.4,57,5,15,Firmware
7,1,3.2,50,2,18,Hardware
7,0,2.2,8,5,19,Hardware
10,1,3.6,52,4,23,Hardware
5,1,5.5,106,1,6,Performance
1,7,1.0,57,3,7,Software
0,8,3.5,77,5,0,Software
2,0,2.5,73,5,14,Firmware
8,1,2.3,59,2,13,Hardware
3,2,4.0,63,1,2,Firmware
1,4,8.5,81,2,1,Security
1,0,8.2,43,2,12,Security
1,10,4.2,60,1,20,Software
0,4,2.6,69,2,14,Software
3,3,5.2,31,4,14,Firmware
4,5,7.5,85,5,12,Security
0,8,3.2,95,1,8,Software
8,2,1.5,15,2,8,Hardware
0,4,1.0,49,2,18,Documentation
2,7,4.9,93,4,16,Firmware
8,2,3.0,52,3,20,Hardware
8,0,3.2,22,5,19,Hardware
6,3,2.5,41,2,9,Firmware
0,1,1.4,36,3,0,Documentation
2,6,8.2,68,4,22,Security
10,0,3.5,44,1,10,Hardware
1,8,2.7,86,3,6,Software
0,12,3.6,121,2,12,Software
0,2,1.0,53,3,7,Documentation
0,4,3.4,133,3,4,Software
0,6,3.8,107,2,22,Software
5,7,5.2,65,4,5,Firmware
1,6,1.7,63,4,19,Software
10,1,3.5,49,5,21,Hardware
2,5,4.1,157,1,10,Performance
0,3,1.3,30,4,21,Documentation
1,2,7.9,72,5,16,Security
3,4,5.2,76,2,9,Performance
1,6,3.1,44,3,23,Software
2,1,1.0,6,2,5,Documentation
0,8,1.8,118,1,8,Software
0,7,3.4,94,4,11,Software
1,3,4.6,63,4,19,Firmware
2,6,6.2,81,4,7,Security
8,5,2.8,106,3,20,Firmware
8,2,3.7,48,2,21,Firmware
8,1,3.6,60,1,22,Hardware
0,1,3.4,95,4,13,Performance
0,0,1.0,15,1,8,Documentation
9,0,3.4,55,3,12,Hardware
0,9,4.0,23,1,10,Software
1,6,4.7,108,4,12,Software
2,5,9.0,96,2,17,Security
5,5,1.8,51,3,0,Firmware
0,10,3.4,95,3,8,Software
1,7,6.8,50,3,9,Security
1,5,4.1,80,2,18,Firmware
0,7,2.3,85,2,1,Software
4,1,7.4,86,2,6,Performance
2,2,5.8,91,2,12,Performance
0,1,1.2,42,1,20,Documentation
9,0,4.1,48,4,5,Hardware
1,3,6.4,132,5,19,Performance
2,4,3.5,97,4,14,Firmware
0,11,3.0,39,2,13,Software
3,0,3.1,56,2,13,Firmware
8,0,1.1,24,5,4,Hardware
4,3,8.7,52,3,5,Security
1,2,1.3,8,3,13,Documentation
4,5,4.3,28,1,4,Firmware
1,7,3.7,51,4,8,Software
5,3,2.8,61,3,6,Firmware
8,1,4.7,31,3,9,Hardware
4,2,2.7,108,4,11,Firmware
1,3,6.3,94,5,10,Firmware
3,0,4.1,30,1,5,Hardware
0,0,1.0,32,4,1,Documentation
0,7,2.4,73,5,10,Software
7,0,2.3,51,5,4,Hardware
3,1,2.3,59,1,4,Hardware
1,5,6.5,54,2,1,Security
4,4,3.8,85,1,19,Firmware
1,8,3.2,70,2,1,Software
2,3,2.2,36,4,19,Firmware
1,8,3.3,28,5,2,Software
0,8,3.7,85,4,3,Software
3,11,1.6,97,3,13,Software
0,2,5.6,42,4,22,Firmware
3,6,3.8,63,5,11,Software
0,7,2.5,156,1,6,Software
8,0,4.8,18,2,21,Firmware
1,3,5.2,82,2,18,Firmware
3,7,3.4,83,3,5,Firmware
0,11,2.6,71,2,18,Software
0,4,4.6,117,2,18,Performance
5,2,4.5,46,4,17,Hardware
1,1,1.0,27,2,18,Documentation
2,1,1.0,14,4,12,Documentation
1,5,7.7,77,1,5,Security
2,2,8.4,84,1,15,Security
2,2,1.4,41,5,17,Documentation
0,1,4.7,98,5,16,Performance
1,2,3.6,117,4,2,Performance
7,1,3.4,16,4,18,Hardware
0,1,1.7,37,1,1,Documentation
1,1,1.0,46,1,7,Documentation
3,3,7.6,67,3,20,Security
6,0,2.4,41,5,6,Hardware
0,4,1.7,31,1,21,Documentation
1,7,3.1,87,5,8,Software
0,10,1.0,90,3,4,Software
2,11,1.0,117,3,3,Software
0,1,1.0,36,5,3,Documentation
1,9,2.4,57,4,9,Software
1,8,1.7,62,3,23,Software
1,1,7.1,53,2,23,Performance
7,6,3.6,43,5,1,Firmware
7,1,3.1,41,5,17,Hardware
1,8,2.2,132,3,9,Software
2,0,2.1,71,1,13,Hardware
3,7,5.1,147,5,4,Performance
9,1,2.2,14,5,22,Hardware
1,9,4.3,67,1,20,Software
1,9,3.8,123,3,10,Software
1,8,3.7,78,1,15,Software
0,9,4.6,101,5,1,Software
2,6,2.8,12,1,21,Firmware
8,0,2.3,67,2,4,Hardware
2,7,2.9,65,4,3,Software
5,2,6.6,94,4,12,Performance
2,1,5.5,125,4,12,Performance
10,1,2.6,58,1,6,Hardware
5,2,1.6,58,4,10,Hardware
1,0,9.1,102,5,1,Performance
0,8,3.9,75,1,8,Software
9,0,3.5,32,2,8,Hardware
3,2,7.1,114,2,21,Performance
1,8,3.6,96,4,16,Software
2,6,3.5,63,2,6,Software
0,4,3.6,77,5,11,Firmware
1,1,1.2,33,3,9,Documentation
9,2,2.8,40,2,4,Hardware
4,1,8.6,92,4,16,Performance
1,1,1.1,6,4,5,Documentation
7,2,6.8,68,5,6,Performance
0,6,6.9,24,3,7,Security
0,1,1.0,47,2,16,Documentation
1,11,4.5,37,4,1,Software
0,7,2.9,86,4,19,Software
7,0,1.7,72,4,9,Hardware
4,1,4.5,111,2,23,Performance
4,5,3.3,77,3,1,Firmware
1,3,1.0,68,3,12,Documentation
4,4,8.2,161,5,8,Performance
2,6,6.0,58,1,22,Performance
0,1,1.0,18,2,7,Documentation
0,9,4.4,34,5,5,Software
5,0,3.6,0,1,4,Hardware
1,9,4.0,74,1,15,Software
1,8,5.4,20,5,5,Software
2,0,1.1,103,5,6,Performance
0,1,1.0,28,2,20,Documentation
7,0,2.6,40,3,3,Hardware
0,0,7.3,73,5,7,Security
2,6,3.0,70,3,7,Software
2,14,3.8,128,2,19,Software
0,4,10.0,57,2,21,Security
9,3,3.7,60,1,21,Firmware
9,0,3.1,96,3,0,Hardware
1,7,2.2,93,4,20,Software
2,13,3.7,124,4,6,Software
0,11,2.5,18,4,12,Software
0,11,2.9,57,3,22,Software
0,6,6.1,125,4,18,Performance
0,12,2.8,68,5,2,Software
8,0,3.1,8,2,8,Hardware
5,2,4.9,103,4,5,Performance
0,6,4.4,134,3,2,Software
4,3,4.9,22,1,18,Firmware
1,1,1.0,0,2,10,Documentation
0,4,5.6,61,3,3,Performance
2,5,6.6,46,5,16,Security
0,7,3.7,129,4,18,Software
3,1,6.6,69,4,7,Performance
5,0,2.4,42,5,13,Hardware
0,1,1.0,0,5,8,Documentation
0,9,3.6,33,2,5,Software
7,1,4.1,71,3,20,Hardware
1,3,1.0,13,2,16,Documentation
0,11,1.2,74,3,4,Software
1,2,1.1,22,3,20,Documentation
6,0,3.2,15,5,1,Firmware
0,6,4.1,69,2,8,Firmware
6,4,3.6,58,2,12,Firmware
1,9,3.2,86,4,16,Software
3,2,1.9,28,2,21,Hardware
8,0,4.5,51,4,21,Hardware
1,7,8.6,91,5,19,Security
6,8,5.1,77,5,10,Firmware
7,1,5.1,72,3,17,Hardware
0,9,4.8,91,1,7,Software
2,4,4.4,77,5,3,Firmware
2,4,7.5,115,4,21,Security
0,9,4.4,62,5,0,Software
3,1,5.6,74,2,14,Performance
2,5,5.1,17,3,8,Firmware
3,0,4.2,127,5,6,Performance
8,1,3.4,0,5,23,Hardware
1,10,2.8,87,2,3,Software
0,11,4.6,135,5,19,Software
7,1,2.7,25,4,8,Hardware
0,7,2.9,69,5,10,Software
0,3,6.4,117,2,12,Performance
1,9,5.0,131,2,14,Software
7,1,1.9,35,3,10,Hardware
0,2,1.1,11,4,1,Documentation
0,2,1.3,38,1,6,Documentation
0,3,3.6,47,3,19,Firmware
3,2,5.3,57,2,19,Firmware
1,10,2.0,61,5,7,Software
3,2,5.7,72,4,21,Performance
0,2,1.1,62,3,1,Documentation
1,1,1.3,43,1,8,Documentation
0,1,1.0,6,5,15,Documentation
2,3,6.4,156,5,7,Performance
3,3,5.0,141,3,13,Performance
1,13,3.8,121,4,20,Software
0,9,3.5,58,3,23,Software
4,1,5.2,103,1,14,Performance
3,0,7.2,81,3,10,Firmware
0,5,3.7,80,1,10,Software
0,10,1.2,88,3,11,Software
2,5,8.3,60,3,0,Security
2,4,6.4,153,5,14,Performance
2,4,9.4,56,5,2,Security
0,5,2.1,97,1,22,Software
0,2,1.0,0,5,19,Documentation
5,4,3.6,79,4,8,Performance
1,7,5.0,97,3,8,Software
2,5,7.1,61,3,11,Security
0,4,1.3,38,3,21,Documentation
1,2,1.0,30,2,3,Documentation
3,1,8.8,89,5,8,Security
6,0,5.0,49,5,7,Hardware
2,2,8.0,89,1,21,Security
1,2,2.0,41,4,13,Documentation
6,1,2.5,60,4,15,Hardware
1,4,8.2,54,4,23,Security
0,2,1.0,12,3,21,Documentation
7,5,5.7,132,1,23,Performance
1,6,2.6,98,4,1,Software
2,8,7.2,23,2,13,Security
0,7,2.6,108,2,19,Software
10,1,3.8,39,4,0,Hardware
9,2,4.8,62,1,16,Hardware
2,8,1.4,59,5,4,Software
2,5,4.0,79,3,22,Firmware
2,2,6.2,46,4,16,Performance
2,4,7.0,97,2,9,Performance
3,4,8.6,39,5,11,Security
1,8,4.0,116,3,4,Software
2,5,3.0,135,4,3,Software
3,5,3.5,64,2,21,Firmware
1,2,1.0,28,3,3,Documentation
5,4,4.4,88,1,5,Firmware
0,10,4.5,39,3,19,Software
6,1,4.3,55,1,20,Hardware
3,6,8.1,57,2,8,Security
5,3,3.1,48,3,12,Firmware
0,9,3.3,10,5,18,Software
0,8,2.7,75,3,18,Software
2,11,7.4,77,4,21,Security
7,3,4.5,45,1,18,Firmware
5,4,5.6,76,4,7,Firmware
1,4,4.1,50,4,13,Performance
0,8,1.8,60,5,2,Software
1,7,3.2,94,4,18,Software
0,8,3.5,76,4,16,Software
0,7,2.0,73,3,5,Software
3,3,1.0,20,2,22,Documentation
2,3,5.4,124,2,12,Performance
6,5,6.9,139,2,8,Performance
0,10,2.9,46,3,5,Software
6,1,3.3,45,3,18,Hardware
2,12,2.2,25,2,22,Software
2,7,8.1,53,2,21,Security
10,0,3.6,68,2,7,Hardware
2,1,1.8,8,1,21,Documentation
2,7,4.9,105,3,21,Software
3,0,2.8,42,4,8,Firmware
7,2,5.0,149,3,14,Performance
0,5,3.4,61,1,14,Software
1,8,4.3,58,1,13,Software
4,3,4.1,41,1,8,Firmware
7,0,3.6,0,4,4,Hardware
4,1,4.2,14,2,9,Firmware
8,1,3.0,43,5,7,Hardware
0,11,3.6,74,3,4,Software
0,0,1.4,29,3,12,Documentation
3,0,2.0,61,3,9,Firmware
1,1,1.0,41,4,18,Documentation
7,4,4.4,28,3,20,Firmware
9,0,1.7,77,2,11,Hardware
1,1,4.0,43,5,20,Firmware
3,0,2.4,47,3,19,Hardware
6,2,3.2,60,4,18,Hardware
2,2,6.0,50,4,1,Performance
0,5,3.8,82,1,12,Software
2,9,1.7,113,1,15,Software
2,5,6.5,59,2,17,Security
1,2,1.0,27,4,23,Documentation
2,1,6.0,52,4,21,Performance
1,6,3.1,63,1,7,Software
3,10,2.6,42,3,23,Software
0,2,1.5,41,3,10,Documentation
3,6,4.5,55,4,3,Firmware
3,5,3.1,57,5,15,Firmware
8,1,2.3,52,1,22,Hardware
2,2,1.0,58,1,8,Documentation
3,5,3.6,88,5,16,Firmware
4,0,2.4,27,3,17,Hardware
1,10,1.2,87,2,12,Software
2,7,3.0,61,4,3,Software
6,5,5.2,99,1,21,Firmware
0,4,5.3,57,3,20,Firmware
2,2,1.5,22,5,16,Documentation
1,3,8.9,32,1,7,Security
1,0,1.0,44,2,2,Documentation
1,7,3.0,16,2,12,Software
1,4,2.6,107,1,16,Performance
1,2,6.6,101,1,5,Security
2,4,6.9,146,3,22,Performance
0,2,6.3,92,3,14,Security
1,1,1.5,32,3,4,Documentation
5,0,5.0,118,4,11,Performance
3,1,4.5,80,4,7,Firmware
1,0,1.0,42,4,21,Documentation
0,5,2.7,33,4,4,Firmware
3,2,4.0,66,4,5,Firmware
0,2,7.8,61,4,2,Performance
0,10,3.7,35,1,3,Software
2,6,5.4,89,4,2,Firmware
3,0,3.0,86,3,13,Firmware
4,2,2.9,70,3,11,Firmware
3,8,7.8,139,4,9,Performance
5,1,4.8,78,2,3,Firmware
4,0,2.6,52,1,22,Hardware
1,8,1.4,86,4,12,Software
8,1,2.3,40,5,1,Hardware
4,7,3.2,57,1,14,Firmware
4,2,1.8,78,4,23,Firmware
10,1,2.7,57,3,0,Hardware
8,0,2.0,45,2,22,Hardware
6,0,3.6,43,4,6,Hardware
5,1,3.6,35,2,13,Hardware
4,3,2.6,66,5,18,Firmware
0,3,1.0,5,5,23,Documentation
3,4,4.7,134,1,14,Performance
3,2,6.5,137,1,18,Performance
2,1,4.2,113,3,8,Performance
8,1,2.3,62,2,16,Hardware
2,5,7.3,97,5,22,Security
0,4,4.0,40,1,21,Firmware
3,3,5.6,98,2,6,Performance
2,1,1.3,51,4,1,Documentation
3,6,3.8,81,5,12,Firmware
3,6,1.7,18,2,21,Software
0,6,3.0,84,2,11,Software
3,2,4.2,103,2,10,Firmware
0,8,2.5,64,3,6,Software
3,9,3.8,84,4,5,Software
4,4,4.1,66,2,2,Firmware
0,9,3.3,78,5,3,Software
0,2,1.0,28,5,23,Documentation
1,11,3.9,100,2,14,Software
7,1,4.4,61,3,11,Hardware
4,6,4.1,59,2,9,Firmware
7,2,6.2,71,3,19,Firmware
11,1,3.6,36,5,20,Hardware
6,3,4.5,41,3,21,Firmware
2,7,4.4,70,3,20,Software
4,5,7.7,95,1,1,Performance
3,5,4.7,210,5,20,Performance
1,1,8.4,110,3,9,Security
2,9,2.2,63,4,20,Software
0,9,1.2,65,1,4,Software
0,8,1.4,64,1,10,Software
5,0,2.7,35,3,10,Hardware
3,5,3.3,74,2,17,Firmware
2,2,3.9,75,5,17,Firmware
5,7,4.1,39,2,16,Firmware
1,6,3.4,64,4,16,Firmware
7,1,2.5,12,2,1,Hardware
4,4,8.2,181,1,3,Performance
3,2,1.0,25,1,23,Documentation
2,5,3.2,46,5,0,Software
3,5,3.7,59,4,20,Firmware
8,1,1.0,56,1,12,Hardware
3,6,6.1,23,2,7,Firmware
6,4,6.4,120,1,22,Performance
2,6,4.3,76,2,4,Software
9,1,3.1,53,1,6,Hardware
4,1,4.3,51,4,10,Performance
2,0,1.7,46,3,16,Documentation
2,7,9.1,16,4,20,Security
9,1,2.8,45,1,15,Hardware
0,9,2.0,93,1,13,Software
4,4,5.3,101,3,15,Performance
0,2,8.7,88,4,15,Performance
0,3,1.3,44,1,22,Documentation
4,4,4.1,79,2,2,Firmware
0,8,3.4,106,5,22,Software
0,0,7.0,149,2,18,Performance
1,5,3.8,75,1,16,Firmware
2,2,1.0,14,4,1,Documentation
4,6,4.2,91,5,1,Firmware
0,2,5.1,58,3,4,Performance
0,8,2.9,50,5,5,Software
12,1,1.1,41,4,7,Hardware
4,6,5.1,47,3,15,Firmware
0,11,2.4,51,2,4,Software
1,4,7.9,94,4,7,Security
0,2,1.0,20,3,7,Documentation
0,14,4.4,106,4,17,Software
1,3,8.5,46,5,5,Security
3,4,4.9,66,1,21,Firmware
8,2,2.1,54,2,1,Hardware
0,9,2.6,40,4,11,Software
0,5,2.1,87,2,0,Software
2,2,1.0,66,2,23,Documentation
0,5,4.7,65,4,12,Performance
4,1,4.1,47,4,16,Firmware
3,1,3.8,52,2,18,Firmware
0,2,1.9,12,2,20,Documentation
1,3,1.0,34,3,11,Documentation
4,9,4.7,68,2,2,Firmware
1,2,1.0,52,2,20,Documentation
8,1,1.1,84,5,18,Hardware
9,0,2.3,48,1,2,Hardware
4,3,4.8,92,3,17,Firmware
0,9,4.1,94,3,2,Software
0,0,1.0,13,5,17,Documentation
4,5,4.1,106,3,1,Firmware
2,4,4.1,48,1,10,Firmware
2,6,3.3,54,3,15,Firmware
1,3,7.3,137,1,5,Performance
7,1,3.1,24,1,16,Hardware
3,2,1.0,12,1,10,Documentation
5,2,4.3,62,4,12,Firmware
0,11,2.1,91,1,18,Software
8,1,3.2,67,5,7,Hardware
0,12,5.5,93,5,4,Software
0,6,8.7,6,4,4,Security
4,4,3.4,39,3,14,Firmware
1,8,2.9,69,5,11,Software
2,3,5.2,33,2,21,Firmware
4,0,4.7,62,4,16,Firmware
7,1,3.7,47,1,12,Hardware
0,5,3.3,111,1,19,Software
0,9,2.7,90,4,18,Software
3,4,8.5,54,1,14,Security
2,2,1.0,0,1,15,Documentation
1,9,4.4,47,2,14,Software
1,6,7.1,30,4,2,Security
0,7,1.4,92,3,11,Software
1,7,2.1,87,1,22,Software
8,0,5.8,36,5,10,Hardware
5,1,3.7,61,2,2,Hardware
1,1,1.6,42,5,12,Documentation
3,1,4.1,15,4,7,Hardware
7,1,3.6,121,5,10,Performance
2,5,9.5,73,3,0,Security
1,8,2.6,80,2,6,Performance
1,3,1.0,23,5,2,Documentation
3,0,6.3,123,5,13,Performance
0,2,1.0,49,2,13,Documentation
5,0,3.5,99,4,7,Firmware
14,0,2.8,14,1,16,Hardware
0,8,2.5,61,2,21,Software
1,4,7.9,114,4,0,Performance
2,6,7.7,112,2,13,Security
5,7,4.1,84,4,2,Performance
3,3,5.7,97,4,17,Performance
5,5,3.4,0,1,13,Firmware
1,5,6.3,34,4,1,Performance
5,7,3.2,72,1,13,Firmware
8,0,2.3,43,3,11,Hardware
7,0,1.0,30,2,16,Hardware
4,3,5.1,187,4,16,Performance
9,0,4.1,64,3,4,Hardware
2,10,2.2,114,2,5,Software
4,2,3.6,86,4,20,Performance
11,0,1.9,4,3,9,Hardware
5,2,2.7,18,3,18,Hardware
2,2,8.1,108,1,10,Performance
4,0,2.3,54,1,23,Hardware
3,4,3.9,53,4,17,Firmware
0,7,2.7,52,5,15,Software
